run_id,algorithm,measure,cluster_count,a2a_to_acdc,cvg_to_acdc,output_rsf
223,WCA_vs_LIMBO,UEM_vs_IL,100_vs_60,85.44520548,0.1,mapreduceclientcore-1_UEM_100_clusters.rsf | mapreduceclientcore-1_IL_60_clusters.rsf
224,WCA_vs_LIMBO,UEM_vs_IL,100_vs_75,85.79327946,0.093333333,mapreduceclientcore-1_UEM_100_clusters.rsf | mapreduceclientcore-1_IL_75_clusters.rsf
225,WCA_vs_LIMBO,UEM_vs_IL,100_vs_94,86.03375527,0.063829787,mapreduceclientcore-1_UEM_100_clusters.rsf | mapreduceclientcore-1_IL_94_clusters.rsf
226,WCA_vs_LIMBO,UEM_vs_UEMNM,100_vs_50,77.64402408,0.98,mapreduceclientcore-1_UEM_100_clusters.rsf | mapreduceclientcore-1_LIMBO_UEMNM_50_clusters.rsf
227,WCA_vs_LIMBO,UEM_vs_UEM,100_vs_50,77.64402408,0.98,mapreduceclientcore-1_UEM_100_clusters.rsf | mapreduceclientcore-1_LIMBO_UEM_50_clusters.rsf
228,WCA_vs_LIMBO,UEM_vs_IL,150_vs_100,88.87056884,0.41,mapreduceclientcore-1_UEM_150_clusters.rsf | mapreduceclientcore-1_IL_100_clusters.rsf
229,WCA_vs_LIMBO,UEM_vs_IL,150_vs_144,91.70040486,0.409722222,mapreduceclientcore-1_UEM_150_clusters.rsf | mapreduceclientcore-1_IL_144_clusters.rsf
230,WCA_vs_LIMBO,UEM_vs_IL,150_vs_150,92.00323102,0.44,mapreduceclientcore-1_UEM_150_clusters.rsf | mapreduceclientcore-1_IL_150_clusters.rsf
231,WCA_vs_LIMBO,UEM_vs_IL,150_vs_194,88.53174603,0.31443299,mapreduceclientcore-1_UEM_150_clusters.rsf | mapreduceclientcore-1_IL_194_clusters.rsf
232,WCA_vs_LIMBO,UEM_vs_IL,150_vs_20,77.23785166,0.4,mapreduceclientcore-1_UEM_150_clusters.rsf | mapreduceclientcore-1_IL_20_clusters.rsf
233,WCA_vs_LIMBO,UEM_vs_IL,150_vs_244,84.94163424,0.213114754,mapreduceclientcore-1_UEM_150_clusters.rsf | mapreduceclientcore-1_IL_244_clusters.rsf
234,WCA_vs_LIMBO,UEM_vs_IL,150_vs_25,78.30710336,0.52,mapreduceclientcore-1_UEM_150_clusters.rsf | mapreduceclientcore-1_IL_25_clusters.rsf
235,WCA_vs_LIMBO,UEM_vs_IL,150_vs_294,82.55725191,0.173469388,mapreduceclientcore-1_UEM_150_clusters.rsf | mapreduceclientcore-1_IL_294_clusters.rsf
236,WCA_vs_LIMBO,UEM_vs_IL,150_vs_30,80.05093379,0.466666667,mapreduceclientcore-1_UEM_150_clusters.rsf | mapreduceclientcore-1_IL_30_clusters.rsf
237,WCA_vs_LIMBO,UEM_vs_IL,150_vs_344,80.11235955,0.139534884,mapreduceclientcore-1_UEM_150_clusters.rsf | mapreduceclientcore-1_IL_344_clusters.rsf
238,WCA_vs_LIMBO,UEM_vs_IL,150_vs_394,77.79411765,0.114213198,mapreduceclientcore-1_UEM_150_clusters.rsf | mapreduceclientcore-1_IL_394_clusters.rsf
239,WCA_vs_LIMBO,UEM_vs_IL,150_vs_40,82.24852071,0.425,mapreduceclientcore-1_UEM_150_clusters.rsf | mapreduceclientcore-1_IL_40_clusters.rsf
240,WCA_vs_LIMBO,UEM_vs_IL,150_vs_444,75.37906137,0.092342342,mapreduceclientcore-1_UEM_150_clusters.rsf | mapreduceclientcore-1_IL_444_clusters.rsf
241,WCA_vs_LIMBO,UEM_vs_IL,150_vs_494,72.34042553,0.062753036,mapreduceclientcore-1_UEM_150_clusters.rsf | mapreduceclientcore-1_IL_494_clusters.rsf
242,WCA_vs_LIMBO,UEM_vs_IL,150_vs_50,83.83838384,0.48,mapreduceclientcore-1_UEM_150_clusters.rsf | mapreduceclientcore-1_IL_50_clusters.rsf
243,WCA_vs_LIMBO,UEM_vs_IL,150_vs_55,84.62830743,0.436363636,mapreduceclientcore-1_UEM_150_clusters.rsf | mapreduceclientcore-1_IL_55_clusters.rsf
244,WCA_vs_LIMBO,UEM_vs_IL,150_vs_60,85.33109807,0.433333333,mapreduceclientcore-1_UEM_150_clusters.rsf | mapreduceclientcore-1_IL_60_clusters.rsf
245,WCA_vs_LIMBO,UEM_vs_IL,150_vs_75,87.33860891,0.493333333,mapreduceclientcore-1_UEM_150_clusters.rsf | mapreduceclientcore-1_IL_75_clusters.rsf
246,WCA_vs_LIMBO,UEM_vs_IL,150_vs_94,88.92561983,0.446808511,mapreduceclientcore-1_UEM_150_clusters.rsf | mapreduceclientcore-1_IL_94_clusters.rsf
247,WCA_vs_LIMBO,UEM_vs_UEMNM,150_vs_50,75.54713805,0.98,mapreduceclientcore-1_UEM_150_clusters.rsf | mapreduceclientcore-1_LIMBO_UEMNM_50_clusters.rsf
248,WCA_vs_LIMBO,UEM_vs_UEM,150_vs_50,75.54713805,0.98,mapreduceclientcore-1_UEM_150_clusters.rsf | mapreduceclientcore-1_LIMBO_UEM_50_clusters.rsf
249,WCA_vs_LIMBO,UEM_vs_IL,20_vs_100,75,0.01,mapreduceclientcore-1_UEM_20_clusters.rsf | mapreduceclientcore-1_IL_100_clusters.rsf
250,WCA_vs_LIMBO,UEM_vs_IL,20_vs_144,73.03418803,0.034722222,mapreduceclientcore-1_UEM_20_clusters.rsf | mapreduceclientcore-1_IL_144_clusters.rsf
251,WCA_vs_LIMBO,UEM_vs_IL,20_vs_150,72.84739983,0.033333333,mapreduceclientcore-1_UEM_20_clusters.rsf | mapreduceclientcore-1_IL_150_clusters.rsf
252,WCA_vs_LIMBO,UEM_vs_IL,20_vs_194,71.50627615,0.025773196,mapreduceclientcore-1_UEM_20_clusters.rsf | mapreduceclientcore-1_IL_194_clusters.rsf
253,WCA_vs_LIMBO,UEM_vs_IL,20_vs_20,85.1534296,0,mapreduceclientcore-1_UEM_20_clusters.rsf | mapreduceclientcore-1_IL_20_clusters.rsf
254,WCA_vs_LIMBO,UEM_vs_IL,20_vs_244,70.04098361,0.020491803,mapreduceclientcore-1_UEM_20_clusters.rsf | mapreduceclientcore-1_IL_244_clusters.rsf
255,WCA_vs_LIMBO,UEM_vs_IL,20_vs_25,84.96172895,0,mapreduceclientcore-1_UEM_20_clusters.rsf | mapreduceclientcore-1_IL_25_clusters.rsf
256,WCA_vs_LIMBO,UEM_vs_IL,20_vs_294,68.63453815,0.017006803,mapreduceclientcore-1_UEM_20_clusters.rsf | mapreduceclientcore-1_IL_294_clusters.rsf
257,WCA_vs_LIMBO,UEM_vs_IL,20_vs_30,81.08715184,0,mapreduceclientcore-1_UEM_20_clusters.rsf | mapreduceclientcore-1_IL_30_clusters.rsf
258,WCA_vs_LIMBO,UEM_vs_IL,20_vs_344,67.28346457,0.014534884,mapreduceclientcore-1_UEM_20_clusters.rsf | mapreduceclientcore-1_IL_344_clusters.rsf
259,WCA_vs_LIMBO,UEM_vs_IL,20_vs_394,65.98455598,0.012690355,mapreduceclientcore-1_UEM_20_clusters.rsf | mapreduceclientcore-1_IL_394_clusters.rsf
260,WCA_vs_LIMBO,UEM_vs_IL,20_vs_40,80.72450805,0,mapreduceclientcore-1_UEM_20_clusters.rsf | mapreduceclientcore-1_IL_40_clusters.rsf
261,WCA_vs_LIMBO,UEM_vs_IL,20_vs_444,64.73484848,0.011261261,mapreduceclientcore-1_UEM_20_clusters.rsf | mapreduceclientcore-1_IL_444_clusters.rsf
262,WCA_vs_LIMBO,UEM_vs_IL,20_vs_494,63.53159851,0.010121457,mapreduceclientcore-1_UEM_20_clusters.rsf | mapreduceclientcore-1_IL_494_clusters.rsf
263,WCA_vs_LIMBO,UEM_vs_IL,20_vs_50,77.87177204,0,mapreduceclientcore-1_UEM_20_clusters.rsf | mapreduceclientcore-1_IL_50_clusters.rsf
264,WCA_vs_LIMBO,UEM_vs_IL,20_vs_55,77.69880053,0,mapreduceclientcore-1_UEM_20_clusters.rsf | mapreduceclientcore-1_IL_55_clusters.rsf
265,WCA_vs_LIMBO,UEM_vs_IL,20_vs_60,77.52659574,0,mapreduceclientcore-1_UEM_20_clusters.rsf | mapreduceclientcore-1_IL_60_clusters.rsf
266,WCA_vs_LIMBO,UEM_vs_IL,20_vs_75,77.01453104,0,mapreduceclientcore-1_UEM_20_clusters.rsf | mapreduceclientcore-1_IL_75_clusters.rsf
267,WCA_vs_LIMBO,UEM_vs_IL,20_vs_94,75.19650655,0.010638298,mapreduceclientcore-1_UEM_20_clusters.rsf | mapreduceclientcore-1_IL_94_clusters.rsf
268,WCA_vs_LIMBO,UEM_vs_UEMNM,20_vs_50,97.32858415,0.4,mapreduceclientcore-1_UEM_20_clusters.rsf | mapreduceclientcore-1_LIMBO_UEMNM_50_clusters.rsf
269,WCA_vs_LIMBO,UEM_vs_UEM,20_vs_50,97.32858415,0.4,mapreduceclientcore-1_UEM_20_clusters.rsf | mapreduceclientcore-1_LIMBO_UEM_50_clusters.rsf
270,WCA_vs_LIMBO,UEM_vs_IL,25_vs_100,75.14124294,0.01,mapreduceclientcore-1_UEM_25_clusters.rsf | mapreduceclientcore-1_IL_100_clusters.rsf
271,WCA_vs_LIMBO,UEM_vs_IL,25_vs_144,73.17697228,0.041666667,mapreduceclientcore-1_UEM_25_clusters.rsf | mapreduceclientcore-1_IL_144_clusters.rsf
272,WCA_vs_LIMBO,UEM_vs_IL,25_vs_150,72.99021693,0.04,mapreduceclientcore-1_UEM_25_clusters.rsf | mapreduceclientcore-1_IL_150_clusters.rsf
273,WCA_vs_LIMBO,UEM_vs_IL,25_vs_194,71.64926931,0.030927835,mapreduceclientcore-1_UEM_25_clusters.rsf | mapreduceclientcore-1_IL_194_clusters.rsf
274,WCA_vs_LIMBO,UEM_vs_IL,25_vs_20,84.73660513,0,mapreduceclientcore-1_UEM_25_clusters.rsf | mapreduceclientcore-1_IL_20_clusters.rsf
275,WCA_vs_LIMBO,UEM_vs_IL,25_vs_244,70.18404908,0.024590164,mapreduceclientcore-1_UEM_25_clusters.rsf | mapreduceclientcore-1_IL_244_clusters.rsf
276,WCA_vs_LIMBO,UEM_vs_IL,25_vs_25,84.99550764,0,mapreduceclientcore-1_UEM_25_clusters.rsf | mapreduceclientcore-1_IL_25_clusters.rsf
277,WCA_vs_LIMBO,UEM_vs_IL,25_vs_294,68.77755511,0.020408163,mapreduceclientcore-1_UEM_25_clusters.rsf | mapreduceclientcore-1_IL_294_clusters.rsf
278,WCA_vs_LIMBO,UEM_vs_IL,25_vs_30,81.12953832,0,mapreduceclientcore-1_UEM_25_clusters.rsf | mapreduceclientcore-1_IL_30_clusters.rsf
279,WCA_vs_LIMBO,UEM_vs_IL,25_vs_344,67.42632613,0.01744186,mapreduceclientcore-1_UEM_25_clusters.rsf | mapreduceclientcore-1_IL_344_clusters.rsf
280,WCA_vs_LIMBO,UEM_vs_IL,25_vs_394,66.12716763,0.015228426,mapreduceclientcore-1_UEM_25_clusters.rsf | mapreduceclientcore-1_IL_394_clusters.rsf
281,WCA_vs_LIMBO,UEM_vs_IL,25_vs_40,80.7675145,0,mapreduceclientcore-1_UEM_25_clusters.rsf | mapreduceclientcore-1_IL_40_clusters.rsf
282,WCA_vs_LIMBO,UEM_vs_IL,25_vs_444,64.87712665,0.013513514,mapreduceclientcore-1_UEM_25_clusters.rsf | mapreduceclientcore-1_IL_444_clusters.rsf
283,WCA_vs_LIMBO,UEM_vs_IL,25_vs_494,63.67346939,0.012145749,mapreduceclientcore-1_UEM_25_clusters.rsf | mapreduceclientcore-1_IL_494_clusters.rsf
284,WCA_vs_LIMBO,UEM_vs_IL,25_vs_50,77.92092403,0,mapreduceclientcore-1_UEM_25_clusters.rsf | mapreduceclientcore-1_IL_50_clusters.rsf
285,WCA_vs_LIMBO,UEM_vs_IL,25_vs_55,77.74822695,0,mapreduceclientcore-1_UEM_25_clusters.rsf | mapreduceclientcore-1_IL_55_clusters.rsf
286,WCA_vs_LIMBO,UEM_vs_IL,25_vs_60,77.57629368,0,mapreduceclientcore-1_UEM_25_clusters.rsf | mapreduceclientcore-1_IL_60_clusters.rsf
287,WCA_vs_LIMBO,UEM_vs_IL,25_vs_75,77.06502636,0,mapreduceclientcore-1_UEM_25_clusters.rsf | mapreduceclientcore-1_IL_75_clusters.rsf
288,WCA_vs_LIMBO,UEM_vs_IL,25_vs_94,75.33769063,0.010638298,mapreduceclientcore-1_UEM_25_clusters.rsf | mapreduceclientcore-1_IL_94_clusters.rsf
289,WCA_vs_LIMBO,UEM_vs_UEMNM,25_vs_50,97.77876499,0.5,mapreduceclientcore-1_UEM_25_clusters.rsf | mapreduceclientcore-1_LIMBO_UEMNM_50_clusters.rsf
290,WCA_vs_LIMBO,UEM_vs_UEM,25_vs_50,97.77876499,0.5,mapreduceclientcore-1_UEM_25_clusters.rsf | mapreduceclientcore-1_LIMBO_UEM_50_clusters.rsf
291,WCA_vs_LIMBO,UEM_vs_IL,30_vs_100,75.1951431,0.01,mapreduceclientcore-1_UEM_30_clusters.rsf | mapreduceclientcore-1_IL_100_clusters.rsf
292,WCA_vs_LIMBO,UEM_vs_IL,30_vs_144,73.23404255,0.041666667,mapreduceclientcore-1_UEM_30_clusters.rsf | mapreduceclientcore-1_IL_144_clusters.rsf
293,WCA_vs_LIMBO,UEM_vs_IL,30_vs_150,73.0475382,0.04,mapreduceclientcore-1_UEM_30_clusters.rsf | mapreduceclientcore-1_IL_150_clusters.rsf
294,WCA_vs_LIMBO,UEM_vs_IL,30_vs_194,71.70833333,0.030927835,mapreduceclientcore-1_UEM_30_clusters.rsf | mapreduceclientcore-1_IL_194_clusters.rsf
295,WCA_vs_LIMBO,UEM_vs_IL,30_vs_20,84.32165319,0,mapreduceclientcore-1_UEM_30_clusters.rsf | mapreduceclientcore-1_IL_20_clusters.rsf
296,WCA_vs_LIMBO,UEM_vs_IL,30_vs_244,70.24489796,0.024590164,mapreduceclientcore-1_UEM_30_clusters.rsf | mapreduceclientcore-1_IL_244_clusters.rsf
297,WCA_vs_LIMBO,UEM_vs_IL,30_vs_25,84.58090542,0,mapreduceclientcore-1_UEM_30_clusters.rsf | mapreduceclientcore-1_IL_25_clusters.rsf
298,WCA_vs_LIMBO,UEM_vs_IL,30_vs_294,68.84,0.020408163,mapreduceclientcore-1_UEM_30_clusters.rsf | mapreduceclientcore-1_IL_294_clusters.rsf
299,WCA_vs_LIMBO,UEM_vs_IL,30_vs_30,81.17173524,0,mapreduceclientcore-1_UEM_30_clusters.rsf | mapreduceclientcore-1_IL_30_clusters.rsf
300,WCA_vs_LIMBO,UEM_vs_IL,30_vs_344,67.49019608,0.01744186,mapreduceclientcore-1_UEM_30_clusters.rsf | mapreduceclientcore-1_IL_344_clusters.rsf
301,WCA_vs_LIMBO,UEM_vs_IL,30_vs_394,66.19230769,0.015228426,mapreduceclientcore-1_UEM_30_clusters.rsf | mapreduceclientcore-1_IL_394_clusters.rsf
302,WCA_vs_LIMBO,UEM_vs_IL,30_vs_40,80.81032947,0,mapreduceclientcore-1_UEM_30_clusters.rsf | mapreduceclientcore-1_IL_40_clusters.rsf
303,WCA_vs_LIMBO,UEM_vs_IL,30_vs_444,64.94339623,0.013513514,mapreduceclientcore-1_UEM_30_clusters.rsf | mapreduceclientcore-1_IL_444_clusters.rsf
304,WCA_vs_LIMBO,UEM_vs_IL,30_vs_494,63.74074074,0.012145749,mapreduceclientcore-1_UEM_30_clusters.rsf | mapreduceclientcore-1_IL_494_clusters.rsf
305,WCA_vs_LIMBO,UEM_vs_IL,30_vs_50,77.96985816,0,mapreduceclientcore-1_UEM_30_clusters.rsf | mapreduceclientcore-1_IL_50_clusters.rsf
306,WCA_vs_LIMBO,UEM_vs_IL,30_vs_55,77.79743476,0,mapreduceclientcore-1_UEM_30_clusters.rsf | mapreduceclientcore-1_IL_55_clusters.rsf
307,WCA_vs_LIMBO,UEM_vs_IL,30_vs_60,77.62577229,0,mapreduceclientcore-1_UEM_30_clusters.rsf | mapreduceclientcore-1_IL_60_clusters.rsf
308,WCA_vs_LIMBO,UEM_vs_IL,30_vs_75,77.11530031,0,mapreduceclientcore-1_UEM_30_clusters.rsf | mapreduceclientcore-1_IL_75_clusters.rsf
309,WCA_vs_LIMBO,UEM_vs_IL,30_vs_94,75.39130435,0.010638298,mapreduceclientcore-1_UEM_30_clusters.rsf | mapreduceclientcore-1_IL_94_clusters.rsf
310,WCA_vs_LIMBO,UEM_vs_UEMNM,30_vs_50,98.22695035,0.6,mapreduceclientcore-1_UEM_30_clusters.rsf | mapreduceclientcore-1_LIMBO_UEMNM_50_clusters.rsf
311,WCA_vs_LIMBO,UEM_vs_UEM,30_vs_50,98.22695035,0.6,mapreduceclientcore-1_UEM_30_clusters.rsf | mapreduceclientcore-1_LIMBO_UEM_50_clusters.rsf
312,WCA_vs_LIMBO,UEM_vs_IL,40_vs_100,75.6044905,0.01,mapreduceclientcore-1_UEM_40_clusters.rsf | mapreduceclientcore-1_IL_100_clusters.rsf
313,WCA_vs_LIMBO,UEM_vs_IL,40_vs_144,74.19491525,0.076388889,mapreduceclientcore-1_UEM_40_clusters.rsf | mapreduceclientcore-1_IL_144_clusters.rsf
314,WCA_vs_LIMBO,UEM_vs_IL,40_vs_150,74.00676247,0.106666667,mapreduceclientcore-1_UEM_40_clusters.rsf | mapreduceclientcore-1_IL_150_clusters.rsf
315,WCA_vs_LIMBO,UEM_vs_IL,40_vs_194,72.65560166,0.082474227,mapreduceclientcore-1_UEM_40_clusters.rsf | mapreduceclientcore-1_IL_194_clusters.rsf
